"lang"
{
	"Language"	"Schinese"
		"DOTA_Tooltip_Modifier_bloodseeker_rupture_bg"							"割裂"
        "DOTA_Tooltip_Modifier_bloodseeker_rupture_bg_Description"				"移动损失当前生命，并且恢血效果减半，持续 <font color='#FF0000'>%dMODIFIER_PROPERTY_BONUS_DAY_VISION%</font> 回合。"
		"DOTA_Tooltip_ability_LuaAbility_bloodseeker_thirst"					"焦渴"
		"DOTA_Tooltip_ability_LuaAbility_bloodseeker_thirst_Description"		"血魔能够感知到敌人伤口中涌出的鲜血，每个血量低于%min_bonus_pct%%%的单位，都会让血魔得到攻击速度和移动速度的提升。"
		"DOTA_Tooltip_ability_LuaAbility_bloodseeker_thirst_Lore"				"史德利古尔闻到血腥味就会变得无比狂热。"
		"DOTA_Tooltip_ability_LuaAbility_bloodseeker_thirst_min_bonus_pct"			"% 触发焦渴临界生命值 :"
		"DOTA_Tooltip_ability_LuaAbility_bloodseeker_thirst_bonus_movement_speed"	"每层移动速度提升 :"
		"DOTA_Tooltip_ability_LuaAbility_bloodseeker_thirst_bonus_attack_speed"		"每层攻击速度提升 :"
		"DOTA_Tooltip_Modifier_bloodseeker_thirst_bg_active"						"焦渴"
        "DOTA_Tooltip_Modifier_bloodseeker_thirst_bg_active_Description"			" 涌动的鲜血激发血魔的狂热，总和提升 <font color='#00FF00'>%dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%</font> 攻击速度，<font color='#00FF00'>%dMODIFIER_PROPERTY_MOVESPEED_BONUS_CONSTANT%</font> 移动速度。"

		"DOTA_Tooltip_ability_LuaAbility_dragon_knight_breathe_fire"					"真龙烈焰"
		"DOTA_Tooltip_ability_LuaAbility_dragon_knight_breathe_fire_Description"		"向指定方向喷射出一团火焰，烧灼碰到的敌人。不同形态时附带不同效果。\n<h1><font color=\"#ffffff\">人形态</font> - 虚无谎言</h1>谎言使其目标被沉默，持续%duration%回合。\n<h1><font color=\"#9acd32\">碧龙形态</font> - 碧龙毒焰</h1>毒焰腐蚀目标%deuff_armor_sub%点护甲，持续%duration%回合。\n<h1><font color=\"#ff0000\">赤龙形态</font> - 本源真炎</h1>引用本源真炎，其射程范围是普通真龙烈焰的%deuff_range_rate%倍。\n<h1><font color=\"#87ceeb\">苍龙形态</font> - 苍灵冰焰</h1>冰焰降低敌人%deuff_move_speed_sub%%%的移动速度，持续%duration%回合。"
		"DOTA_Tooltip_ability_LuaAbility_dragon_knight_breathe_fire_Lore"				"龙骑士达维安的气息已经变成了神龙斯莱瑞克的古龙之息，人们还记得它将无数骑士烧成了焦炭。"
		"DOTA_Tooltip_ability_LuaAbility_dragon_knight_breathe_fire_range_tip"			"范围格数 :"
		"DOTA_Tooltip_ability_LuaAbility_dragon_knight_breathe_fire_damage"				"伤害 :"
		"DOTA_Tooltip_Modifier_dragon_knight_breathe_fire_debuff_0"						"真龙烈焰-毒焰"
        "DOTA_Tooltip_Modifier_dragon_knight_breathe_fire_debuff_0_Description"			"护甲削减 <font color='#FF0000'>%dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%</font>，持续%dMODIFIER_PROPERTY_TOOLTIP%回合。"
		"DOTA_Tooltip_Modifier_dragon_knight_breathe_fire_debuff_2"						"真龙烈焰-冰焰"
        "DOTA_Tooltip_Modifier_dragon_knight_breathe_fire_debuff_2_Description"			"移动速度减缓 <font color='#FF0000'>%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%</font>，持续%dMODIFIER_PROPERTY_TOOLTIP%回合。"
		"DOTA_Tooltip_Modifier_dragon_knight_breathe_fire_debuff_01"					"真龙烈焰-慌言"
        "DOTA_Tooltip_Modifier_dragon_knight_breathe_fire_debuff_01_Description"		"被沉默，持续%dMODIFIER_PROPERTY_TOOLTIP%回合。"
		"DOTA_Tooltip_ability_LuaAbility_dragon_knight_elder_dragon_form"					"古龙形态"
		"DOTA_Tooltip_ability_LuaAbility_dragon_knight_elder_dragon_form_Description"		"龙骑士能够变身成为三种古龙形态之一，龙形态攻击距离加成%atk_range%，同时觉醒真龙烈焰的内在力量，而且还有新的能力。\n<h1><font color=\"#ffffff\">人</font> - 铁甲依然</h1>拥有%armor_bonus%点额外护甲，%magic_resistance_bonus%%%额外魔法抗性。\n<h1><font color=\"#9acd32\">碧龙</font> - 腐蚀吐息</h1>攻击时附带毒素，腐蚀目标%deuff_armor_sub%点护甲，持续%deuff_duration%秒。\n<h1><font color=\"#ff0000\">赤龙</font> - 真炎吐息</h1>攻击敌人后赋予炎息印记，使用真龙烈焰将其引爆，每层造成%deuff_fire_damage%额外魔法伤害。\n<h1><font color=\"#87ceeb\">苍龙</font> - 冰霜吐息</h1>攻击降低敌人%deuff_move_speed_sub%%%移动速度，持续%deuff_duration%秒。"
		// "DOTA_Tooltip_ability_LuaAbility_dragon_knight_elder_dragon_form_aghanim_description"	"提升终极技能的等级。增加第4级，黑龙。提升腐蚀伤害、溅射伤害和减速效果。另外提升攻击距离和魔法抗性。"
		"DOTA_Tooltip_ability_LuaAbility_dragon_knight_elder_dragon_form_aghanim_description"	""
		"DOTA_Tooltip_ability_LuaAbility_dragon_knight_elder_dragon_form_Lore"				"达维安体内休眠着一个更为强大的形态正在休眠，一个将骑士之力和古龙之威完美结合的形态。 "
		"DOTA_Tooltip_Modifier_dragon_knight_elder_dragon_form_debuff_0"						"碧龙-腐蚀吐息"
        "DOTA_Tooltip_Modifier_dragon_knight_elder_dragon_form_debuff_0_Description"			"护甲削减 <font color='#FF0000'>%dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%</font> 。"
		"DOTA_Tooltip_Modifier_dragon_knight_elder_dragon_form_debuff_1"						"赤龙-炎息印记"
        "DOTA_Tooltip_Modifier_dragon_knight_elder_dragon_form_debuff_1_Description"			"炎息印记被真龙烈焰引爆会造成 <font color='#FF0000'>%dMODIFIER_PROPERTY_TOOLTIP%</font> 的额外魔法伤害。"
		"DOTA_Tooltip_Modifier_dragon_knight_elder_dragon_form_debuff_2"						"苍龙-冰霜吐息"
        "DOTA_Tooltip_Modifier_dragon_knight_elder_dragon_form_debuff_2_Description"			"移动速度减缓 <font color='#FF0000'>%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%</font> 移动速度。"

		"DOTA_Tooltip_ability_LuaAbility_undying_soul_rip"							"噬魂"
		"DOTA_Tooltip_ability_LuaAbility_undying_soul_rip_Description"				"不朽尸王从所有单位身上扯出生命力，并使用它治疗队友或伤害敌人。可以使用噬魂治疗墓碑。"
		"DOTA_Tooltip_ability_LuaAbility_undying_soul_rip_Lore"						"即使是友军也能从不朽尸王的存在中感受到绝望。"
		"DOTA_Tooltip_ability_LuaAbility_undying_soul_rip_Note0"					"可以治疗墓碑，但是不能治疗或伤害其他建筑。"
		// "DOTA_Tooltip_ability_undying_soul_rip_imba_Note1"					"不会扯出隐身单位的生命力。"
		"DOTA_Tooltip_ability_LuaAbility_undying_soul_rip_damage_per_unit"		"每个单位提供伤害/治疗量："
		"DOTA_Tooltip_ability_LuaAbility_undying_tombstone"						"墓碑"
		"DOTA_Tooltip_ability_LuaAbility_undying_tombstone_Description"			"被敌人攻城击杀后，化身一座墓碑。敌人经过墓碑会在其身边产生僵尸攻击他们。僵尸拥有死亡渴望技能，使他们的攻击带有减速效果，僵尸的攻击和移动速度会提升。"
		"DOTA_Tooltip_ability_LuaAbility_undying_tombstone_Lore"					"挽歌召唤他倒下的战友为死亡之神作战。"
		"DOTA_Tooltip_ability_LuaAbility_undying_tombstone_radius"				"僵尸产生范围："
		"DOTA_Tooltip_ability_LuaAbility_undying_tombstone_zombie_interval"		"僵尸产生间隔："
		"DOTA_Tooltip_ability_LuaAbility_undying_tombstone_zombie_deathstrike"		"死亡渴望"
		"DOTA_Tooltip_ability_LuaAbility_undying_tombstone_zombie_deathstrike_Description"		"僵尸会获得移动和攻击速度加成，攻击时对敌方单位造成减速。"
		"DOTA_Tooltip_ability_LuaAbility_undying_tombstone_zombie_deathstrike_duration"			"减速持续时间："
		"DOTA_Tooltip_ability_LuaAbility_undying_tombstone_zombie_deathstrike_slow"				"%移动速度减缓："
		"DOTA_Tooltip_ability_LuaAbility_undying_tombstone_zombie_deathstrike_bonus_move_speed"			"%移动速度加成："
		"DOTA_Tooltip_ability_LuaAbility_undying_tombstone_zombie_deathstrike_bonus_attack_speed"			"攻击速度加成："
		"DOTA_Tooltip_modifier_luaability_undying_tombstone_zombie_deathstrike"				"死亡渴望"
		"DOTA_Tooltip_modifier_luaability_undying_tombstone_zombie_deathstrike_debuff_Description"		"增加%dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%攻击速度，增加%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%移动速度。"
		"DOTA_Tooltip_modifier_luaability_undying_tombstone_zombie_deathstrike_debuff"					"死亡渴望减速"
		"DOTA_Tooltip_modifier_luaability_undying_tombstone_zombie_deathstrike_debuff_Description"		"死亡渴望减速%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"
		"DOTA_Tooltip_ability_LuaAbility_undying_flesh_golem"						"血肉傀儡"
		"DOTA_Tooltip_ability_LuaAbility_undying_flesh_golem_Description"			"不朽尸王变身为一具令人毛骨悚然的血肉傀儡。<br>苏醒墓碑下的亡兵，同时全军狂暴获得鲜血渴望技能。"
		"DOTA_Tooltip_ability_LuaAbility_undying_flesh_golem_Lore"				"新近死者的血肉增强了挽歌瘟疫的力量。"
		"DOTA_Tooltip_ability_LuaAbility_undying_flesh_golem_health_bonus"		"额外生命值："
		"DOTA_Tooltip_ability_LuaAbility_undying_flesh_golem_duration"			"持续回合："
		"DOTA_Tooltip_modifier_luaability_undying_flesh_golem"				"血肉傀儡"
		"DOTA_Tooltip_modifier_luaability_undying_flesh_golem_Description"	"令人毛骨悚然的血肉傀儡，拥有鲜血渴望和额外%MODIFIER_PROPERTY_HEALTH_BONUS%生命值。"

		"DOTA_Tooltip_ability_LuaAbility_life_stealer_rage"										"狂暴"
		"DOTA_Tooltip_ability_LuaAbility_life_stealer_rage_Description"							"进入狂暴状态，无视部分魔法伤害,并提升自身移动速度和抗性。"
		"DOTA_Tooltip_ability_LuaAbility_life_stealer_rage_Lore"								"奈克斯的疯狂和残暴使得他在战斗中异常凶狠无情。"
		"DOTA_Tooltip_ability_LuaAbility_life_stealer_rage_Note0"								"施放后，许多负面状态都会被移除。"
		"DOTA_Tooltip_ability_LuaAbility_life_stealer_rage_move_speed_pet"						"%移动速度加成："
		"DOTA_Tooltip_ability_LuaAbility_life_stealer_rage_ignore_ability_damage_pet"			"%无视魔法伤害："
		"DOTA_Tooltip_ability_LuaAbility_life_stealer_rage_state_resistance"					"%状态抗性："
		"DOTA_Tooltip_ability_LuaAbility_life_stealer_rage_duration"							"持续回合："

		"DOTA_Tooltip_ability_LuaAbility_life_stealer_feast"									"盛宴"
		"DOTA_Tooltip_ability_LuaAbility_life_stealer_feast_Description"						"噬魂鬼每次攻击时还会根据目标最大生命值回复一定百分比的生命。提升攻击速度。 攻击带有撕裂伤口的目标会进入狂暴状态,获得攻击速度加成"
		"DOTA_Tooltip_ability_LuaAbility_life_stealer_feast_Lore"								"从德瓦克的监狱中逃离后，奈克斯就靠着吞噬那些挡路的倒霉蛋的血肉维持生命。"
		"DOTA_Tooltip_ability_LuaAbility_life_stealer_feast_Note1"								"与其他吸血类效果完全叠加。"
		"DOTA_Tooltip_ability_LuaAbility_life_stealer_feast_hp_leech_percent"					"%最大生命值回复百分比："
		"DOTA_Tooltip_ability_LuaAbility_life_stealer_feast_attack_speed_addition"				"攻击速度："

		"DOTA_Tooltip_ability_LuaAbility_life_stealer_open_wounds"								"撕裂伤口"
		"DOTA_Tooltip_ability_LuaAbility_life_stealer_open_wounds_Description"					"噬魂鬼撕裂一个敌方单位，减缓受害者的移动速度，根据移动格数受到一定的伤害。"
		"DOTA_Tooltip_ability_LuaAbility_life_stealer_open_wounds_Lore"							"新鲜的伤口和鲜血的芳香通常能引来那些嗜血的清道夫。"  
		"DOTA_Tooltip_ability_LuaAbility_life_stealer_open_wounds_slow_move_speed_pet"			"%减速："
		"DOTA_Tooltip_ability_LuaAbility_life_stealer_open_wounds_move_damage"					"%伤害："
		"DOTA_Tooltip_ability_LuaAbility_life_stealer_open_wounds_duration"						"持续回合：" 
		"DOTA_Tooltip_modifier_life_stealer_rage_biggeneral"									"狂暴状态"
		"DOTA_Tooltip_modifier_life_stealer_rage_biggeneral_Description"						"无视%dMODIFIER_PROPERTY_INCOMING_SPELL_DAMAGE_CONSTANT%%%魔法伤害,提升%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%移动速度。"
		"DOTA_Tooltip_modifier_life_stealer_open_wounds_biggeneral"								"撕裂伤口"
		"DOTA_Tooltip_modifier_life_stealer_open_wounds_biggeneral_Description"					"降低%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%移动速度,并且每移动一格受到一定伤害。"


		//卡牌/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
		"Card_1"						"奥术鞋"
		"Card_1_Description"			"恢复英雄<font color='#1E90FF'>5</font>点魔法<br>恢复所有兵卒<font color='#1E90FF'>50</font>点魔法"
		"Card_2"						"刷新球"
		"Card_2_Description"			"刷新全部冷却时间"
		"Card_3"						"紫苑"
		"Card_3_Description"			"沉默目标英雄及兵卒<br>（持续 1 回合）"
		"Card_4"						"否决"
		"Card_4_Description"			"封锁目标英雄<br>冷却中的技能和物品<br>（追加 2 回合冷却）"
		"Card_5"						"闪烁匕首"
		"Card_5_Description"			"闪烁到目标区域<br>（将触发区域效果）"
		"Card_6"						"赤红甲"
		"Card_6_Description"			"牺牲 5 护甲化作坚盾，抵挡一切物理伤害<br>（持续 1 回合）"
		"Card_7"						"刃甲"
		"Card_7_Description"			"伤害反弹<br>（持续 1 回合，反伤为折算后的同类型伤害）"
		"Card_8"						"黑皇杖"
		"Card_8_Description"			"技能免疫<br>无视沉默，立即驱散大部分负面效果。<br>（持续 1 回合）"
		"Card_10000"					"神灭斩"
		"Card_10000_Description"		"对单个敌方单位射出闪电，造成 1000 伤害。"
		"Card_10001"					"狂战士之吼"
		"Card_10001_Description"		"选择一个己方兵卒，嘲讽距离其最近敌方英雄，敌人被迫攻城直至一方死亡。"
		"Card_10002"					"雷神之怒"
		"Card_10002_Description"		"给予所有敌军一计雷击，伤害等同宙斯雷击技能。"
		"Card_10003"					"恩赐解脱"
		"Card_10003_Description"		"刺杀一个敌方单位，必定触发恩赐解脱。（闪烁到目标路径）"
		"Card_10004"					"分则能成"
		"Card_10004_Description"		"召唤一只人畜无害的米波在目标路径。并使用技能忽悠"
		"Card_10005"					"小型猎野场"
		"Card_10005_Description"		"入侵小野区"
		"Card_10006"					"大型猎野场"
		"Card_10006_Description"		"入侵大野区"
		"Card_10007"					"远古禁地"
		"Card_10007_Description"		"入侵远古禁地"
		"Card_10008"					"拉野"
		"Card_10008_Description"		"刷新目标野区生物"
		"Card_20000"					"传送卷轴"
		"Card_20000_Description"		"传送至指定传送阵"
		"Card_20001"					"窃取"
		"Card_20001_Description"		"获取目标上次使用的卡牌"
		"Card_20002"					"移形换位"
		"Card_20002_Description"		"与目标英雄互换位置"
		"Card_20003"					"两级反转"
		"Card_20003_Description"		"将敌人都拖拽至前方一格（无法影响技能免疫，入狱和战斗中的单位）"
		"Card_20004"					"恶念瞥视"
		"Card_20004_Description"		"让目标回到上一次所在位置（将触发区域效果）"
		"Card_20005"					"阎刃"
		"Card_20005_Description"		"指定玩家出狱或入狱"
		"Card_20006"					"魔瓶"
		"Card_20006_Description"		"灌装一个神符目标"
		"Card_20007"					"双倍神符"
		"Card_20007_Description"		"激活神符"
		"Card_20008"					"极速神符"
		"Card_20008_Description"		"激活神符"
		"Card_20009"					"幻象神符"
		"Card_20009_Description"		"激活神符"
		"Card_20010"					"隐身神符"
		"Card_20010_Description"		"激活神符"
		"Card_20011"					"恢复神符"
		"Card_20011_Description"		"激活神符"
		"Card_20012"					"赏金神符"
		"Card_20012_Description"		"激活神符"
		"Card_20013"					"奥术神符"
		"Card_20013_Description"		"激活神符"
		"Card_30000"					"血怒"
		"Card_30000_Description"		"加深目标20%的造成和承受伤害"
		"DOTA_Tooltip_Modifier_bloodseeker_bloodrage_bg"				"血怒"
        "DOTA_Tooltip_Modifier_bloodseeker_bloodrage_bg_Description"	"加深造成伤害 <font color='#00FF00'>%dMODIFIER_PROPERTY_BONUS_DAY_VISION%%%</font>，加深承受伤害 <font color='#FF0000'>%dMODIFIER_PROPERTY_BONUS_NIGHT_VISION%%%</font>。"
		"Card_30001"					"瞄准"
		"Card_30001_Description"		"增加目标100射程（攻击距离）"
		"DOTA_Tooltip_Modifier_sniper_take_aim_bg"				"瞄准"
        "DOTA_Tooltip_Modifier_sniper_take_aim_bg_Description"	"增加 <font color='#00FF00'>%dMODIFIER_PROPERTY_ATTACK_RANGE_BONUS%</font> 射程（攻击距离）。"

		//UI/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
		// "DOTA_AbilityTooltip_UpgradeLevel"	""//"下次升级在英雄{d:upgradelevel}级时"
		"RoundFinished"		"结束回合"
		"RoundFinished_Death"	"宣召亡国"
		"PathName_1"		"起点"
		"PathName_2"		"秘密宝藏"
		"PathName_3"		"天辉 ● 其一"
		"PathName_4"		"天辉 ● 其二"
		"PathName_5"		"天辉 ● 其三"
		"PathName_6"		"传送 ● 西"
		"PathName_7"		"野区 ● 小"
		"PathName_8"		"上河道下坡"
		"PathName_9"		"河道 ● 上路"
		"PathName_10"		"上河道上坡"
		"PathName_11"		"镇妖宝塔"
		"PathName_12"		"当铺"
		"PathName_13"		"蛇沼 ● 之一"
		"PathName_14"		"蛇沼 ● 之二"
		"PathName_15"		"蛇沼 ● 之三"
		"PathName_16"		"传送 ● 北"
		"PathName_17"		"神符 ● 上"
		"PathName_18"		"夜魇 ● 其一"
		"PathName_19"		"夜魇 ● 其二"
		"PathName_20"		"夜魇 ● 其三"
		"PathName_21"		"肉山"
		"PathName_22"		"天灾福泽"
		"PathName_23"		"龙谷 ● 之一"
		"PathName_24"		"龙谷 ● 之二"
		"PathName_25"		"龙谷 ● 之三"
		"PathName_26"		"传送 ● 东"
		"PathName_27"		"野区 ● 大"
		"PathName_28"		"下河道下坡"
		"PathName_29"		"河道 ● 下路"
		"PathName_30"		"下河道上坡"
		"PathName_31"		"野区 ● 远古"
		"PathName_32"		"秘密宝藏"
		"PathName_33"		"鵰巢 ● 之一"
		"PathName_34"		"鵰巢 ● 之二"
		"PathName_35"		"鵰巢 ● 之三"
		"PathName_36"		"传送 ● 南"
		"PathName_37"		"神符 ● 下"
		"PathName_38"		"天灾福泽"
		"PathName_39"		"圣所 ● 其一"
		"PathName_40"		"圣所 ● 其二"

		"TypeOperator_AYZZ" "安营扎寨"
		"PitchCamp_text_camp"	"领地"
		"PitchCamp_text_buff"	"增益"
		"Soldier"			"兵卒"
		"Capture"			"占领 :"
		"PathBuff"			"领地增益"
		"OperatorDescription_AYZZ"		"是否耗资占领？"
		"OperatorOwner_AYZZ"    		"{s:Owner}获得该领地"


		"Capture_3"				"<font color='#FFFF00'> 200 </font>耗资"
		"SoldierKey1_3"			"TP有一 :"
		"SoldierKey2_3"			"TP有二 :"
		"SoldierKey3_3"			"TP有三 :"
		"SoldierKey4_3"			"TP有四 :"
		"Soldier1_3"			"<font color='#FFFF00'> 100 </font>过路费"
		"Soldier11_3"			"<font color='#FFFF00'> 200 </font>过路费"
		"Soldier111_3"			"<font color='#FFFF00'> 300 </font>过路费"
		"Soldier1111_3"			"<font color='#FFFF00'> 400 </font>过路费"
		"PathBuff_3"			"传送阵"
		"PathBuffDescription_3"	"进入己方传送阵，获得一张 <font color='#0099ff'> 传送卷轴 </font>"

		"SoldierKey1_12"	"★兵卒 :"
		"SoldierKey2_12"	"★★兵卒 :"
		"SoldierKey3_12"	"★★★兵卒 :"
		"Capture_12"		"<font color='#FFFF00'> 300 </font>耗资"
		"Soldier1_12"		"占领天辉"
		"Soldier11_12"		"<font color='#FFFF00'> 500 </font>升级"
		"Soldier111_12"		"<font color='#FFFF00'> 1000 </font>升级"
		"PathBuff_12"					"辉光普照"
		"PathBuffDescription_12"		"天辉大地因世界树充满活力。全军将受到世界树的庇护防御抗性提升。<br>【满级效果 : 融合】<br>天辉兵卒融合成传说中的天辉巨人。<br>（等级，射程，体型是普通兵卒的 2 倍）"
		"PathBuffKey1_12"				"护甲提升 : "
		"PathBuffVal1_12"				"5/10/10"
		"PathBuffKey2_12"				"魔抗提升 : "
		"PathBuffVal2_12"				"15%/30%/30%"
		"DOTA_Tooltip_ability_AbilityPath_12"        			 "天辉"
        "DOTA_Tooltip_ability_AbilityPath_12_Description"
		"<h1>【领地增益 : 辉光普照】</h1>护甲提升 : <font color='#FFFFFF'>5 / 10 / 10</font> <br>魔抗提升 : <font color='#FFFFFF'>15% / 30% / 30%</font> \n<h1>【满级效果 : 融合】</h1>天辉兵卒融合成传说中的天辉巨人。<br>（等级，射程，体型是普通兵卒的 2 倍）\n<h1>【增益等级规则】</h1>一级 : 需★天辉兵卒 x  1<br>二级 : 需★★天辉兵卒 x  2<br>三级 : 需★★★天辉兵卒 x 3"
        "DOTA_Tooltip_ability_AbilityPath_12_Lore"        		"天辉大地因世界树充满活力。受到世界树的庇护，全军防御抗性提升。"
		"DOTA_Tooltip_Modifier_path_12_L1"					"辉光普照"
		"DOTA_Tooltip_Modifier_path_12_L1_Description"		"护甲：+%dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%，魔抗：+%dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%。<br><font color='#FFFF00'>下个等级 : ★★天辉兵卒 x2</font>"
		"DOTA_Tooltip_Modifier_path_12_L2"					"辉光普照"
		"DOTA_Tooltip_Modifier_path_12_L2_Description"		"护甲：+%dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%，魔抗：+%dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%。<br><font color='#FFFF00'>下个等级 : ★★★天辉兵卒 x3</font>"
		"DOTA_Tooltip_Modifier_path_12_L3"					"辉光普照"
		"DOTA_Tooltip_Modifier_path_12_L3_Description"		"护甲：+%dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%，魔抗：+%dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%。"

		"SoldierKey1_13"	"★兵卒 :"
		"SoldierKey2_13"	"★★兵卒 :"
		"SoldierKey3_13"	"★★★兵卒 :"
		"Capture_13"		"<font color='#FFFF00'> 300 </font>耗资"
		"Soldier1_13"		"占领河道"
		"Soldier11_13"		"<font color='#FFFF00'> 1000 </font>升级"
		"Soldier111_13"		"<font color='#FFFF00'> 1500 </font>升级"
		"PathBuff_13"					"寒流"
		"PathBuffDescription_13"		"肃杀的世界连流水同样冰冷，刺骨之寒透过坚硬的盔甲。"
		"PathBuffKey1_13"				"护甲穿透"
		"PathBuffVal1_13"				"15% / 25% / 35%"
		"PathBuffKey2_13"				"魔抗穿透"
		"PathBuffVal2_13"				"15% / 25% / 35%"
		"DOTA_Tooltip_ability_AbilityPath_13"        "河道"
        // "DOTA_Tooltip_ability_AbilityPath_13_Description"
		// "<h1>【领地增益 ：寒流】</h1>护甲穿透（上河道） : <font color='#FFFFFF'>15% / 25% / 35%</font> <br>魔抗穿透（下河道） : <font color='#FFFFFF'>15% / 25% / 35%</font>\n<h1>【双河道满级效果 : 对流】</h1>造成伤害时，物理视为魔法，魔法视为物理\n<h1>【增益等级规则】</h1>一级 : 需★河道兵卒 x 1<br>二级 : 需★★河道兵卒 x 1<br>三级 : 需★★★河道兵卒 x 1"
        "DOTA_Tooltip_ability_AbilityPath_13_Description"
		"<h1>【领地增益 ：寒流】</h1>护甲穿透（上河道） : <font color='#FFFFFF'>15% / 25% / 35%</font> <br>魔抗穿透（下河道） : <font color='#FFFFFF'>15% / 25% / 35%</font>\n<h1>【增益等级规则】</h1>一级 : 需★河道兵卒 x 1<br>二级 : 需★★河道兵卒 x 1<br>三级 : 需★★★河道兵卒 x 1"
        "DOTA_Tooltip_ability_AbilityPath_13_Lore"       	 	"肃杀的世界连流水同样冰冷，刺骨之寒透过坚硬的盔甲。"
		"DOTA_Tooltip_Modifier_path_13_hujia_L1"					"寒流 : 物理穿透"
		"DOTA_Tooltip_Modifier_path_13_hujia_L1_Description"		"无视 %dMODIFIER_PROPERTY_BONUS_DAY_VISION%%% 护甲。<br><font color='#FFFF00'>下个等级 : ★★上河道兵卒 x1</font>"
		"DOTA_Tooltip_Modifier_path_13_mokang_L1"					"寒流 : 魔法穿透"
		"DOTA_Tooltip_Modifier_path_13_mokang_L1_Description"		"无视 %dMODIFIER_PROPERTY_BONUS_DAY_VISION%%% 魔法抗性 。<br><font color='#FFFF00'>下个等级 : ★★下河道兵卒  x1</font>"
		"DOTA_Tooltip_Modifier_path_13_hujia_L2"					"寒流 : 物理穿透"
		"DOTA_Tooltip_Modifier_path_13_hujia_L2_Description"		"无视 %dMODIFIER_PROPERTY_BONUS_DAY_VISION%%% 护甲。<br><font color='#FFFF00'>下个等级 : ★★★上河道兵卒 x1</font>"
		"DOTA_Tooltip_Modifier_path_13_mokang_L2"					"寒流 : 魔法穿透"
		"DOTA_Tooltip_Modifier_path_13_mokang_L2_Description"		"无视 %dMODIFIER_PROPERTY_BONUS_DAY_VISION%%% 魔法抗性。<br><font color='#FFFF00'>下个等级 : ★★★下河道兵卒 x1</font>"
		"DOTA_Tooltip_Modifier_path_13_hujia_L3"					"寒流 : 物理穿透"
		"DOTA_Tooltip_Modifier_path_13_hujia_L3_Description"		"无视 %dMODIFIER_PROPERTY_BONUS_DAY_VISION%%% 护甲。"
		"DOTA_Tooltip_Modifier_path_13_mokang_L3"					"寒流 : 魔法穿透"
		"DOTA_Tooltip_Modifier_path_13_mokang_L3_Description"		"无视 %dMODIFIER_PROPERTY_BONUS_DAY_VISION%%% 魔法抗性。"
		"DOTA_Tooltip_Modifier_path_13_hundun"								"对流"
		"DOTA_Tooltip_Modifier_path_13_hundun_Description"					"造成伤害时，物理视为魔法，魔法视为物理"

		"SoldierKey1_14"	"★兵卒 :"
		"SoldierKey2_14"	"★★兵卒 :"
		"SoldierKey3_14"	"★★★兵卒 :"
		"Capture_14"		"<font color='#FFFF00'> 300 </font>耗资"
		"Soldier1_14"		"占领蛇沼"
		"Soldier11_14"		"<font color='#FFFF00'> 500 </font>升级"
		"Soldier111_14"		"<font color='#FFFF00'> 1000 </font>升级"
		"PathBuff_14"					"缚足"
		"PathBuffDescription_14"		"敌人经过有概率被群蛇束缚。穿行沼泽的确不是件轻松活，好在有蛇蛇们的帮助。<br>【满级效果 : 扩张】<br>作用全部己方领地。"
		"PathBuffKey1_14"				"束缚时间 : "
		"PathBuffVal1_14"				"1/1.5/2"
		"PathBuffKey2_14"				"束缚概率 : "
		"PathBuffVal2_14"				"25%"
		"DOTA_Tooltip_ability_AbilityPath_14"        "蛇沼"
        "DOTA_Tooltip_ability_AbilityPath_14_Description"
		"<h1>【领地增益 ：缚足】</h1>敌人经过此地有概率被群蛇束缚。\n束缚概率 : <font color='#FFFFFF'>25%</font> <br>束缚时间 : <font color='#FFFFFF'>1 / 2 / 2</font>\n<h1>【满级效果 : 扩张】</h1>作用全部己方领地\n<h1>【增益等级规则】</h1>一级 : 需★蛇沼兵卒 x 1<br>二级 : 需★★蛇沼兵卒 x 2<br>三级 : 需★★★蛇沼兵卒 x 3"
